#LDPC, n = 1944, k = 972
#SNR (dB) - decoding error
0 1
0.25 1
0.5 1
0.75 1
1 1
1.25 1
1.5 1
1.75 1
2 1
2.25 1
2.5 0.990196
2.75 0.971154
3 0.918182
3.25 0.776923
3.5 0.577143
3.75 0.371324
4 0.214894
4.25 0.0866209
4.5 0.0403194
4.75 0.0182113
5 0.00723859
5.25 0.00300676
5.5 0.00092
5.75 0.00022
6 5e-05
