#LDPC, n = 648, k = 540
#SNR (dB) - decoding error
0 0.163117
0.25 0.155556
0.5 0.150712
0.75 0.143732
1 0.134656
1.25 0.128025
1.5 0.120139
1.75 0.111547
2 0.10463
2.25 0.0990253
2.5 0.0922399
2.75 0.0850168
3 0.0775463
3.25 0.0709191
3.5 0.0648787
3.75 0.0587963
4 0.0539153
4.25 0.0472222
4.5 0.040942
4.75 0.0354997
5 0.028547
5.25 0.0222002
5.5 0.0151583
5.75 0.0102157
6 0.00552258
6.25 0.00263089
6.5 0.00117261
6.75 0.000407561
7 0.000109187
7.25 3.21023e-05
7.5 8.01852e-06
7.75 1.96296e-06
8 3.7037e-07
8.25 1.11111e-07
8.5 1.85185e-08
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
