#LDPC, n = 648, k = 432
#SNR (dB) - decoding error
0 0.23287
0.25 0.227483
0.5 0.21612
0.75 0.206404
1 0.20216
1.25 0.195216
1.5 0.186966
1.75 0.182336
2 0.16584
2.25 0.145978
2.5 0.129501
2.75 0.111552
3 0.0928704
3.25 0.0732784
3.5 0.0576445
3.75 0.0392001
4 0.0238804
4.25 0.0121018
4.5 0.00578128
4.75 0.00227393
5 0.000845051
5.25 0.000303195
5.5 8.76983e-05
5.75 2.54904e-05
6 6.43519e-06
6.25 1.78241e-06
6.5 4.16667e-07
6.75 6.94444e-08
7 0
7.25 0
7.5 0
7.75 0
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
