#LDPC, n = 648, k = 486
#SNR (dB) - decoding error
0 0.207613
0.25 0.198279
0.5 0.193416
0.75 0.189113
1 0.176269
1.25 0.164609
1.5 0.160652
1.75 0.159228
2 0.149471
2.25 0.145953
2.5 0.139275
2.75 0.132716
3 0.126967
3.25 0.114426
3.5 0.103704
3.75 0.0885631
4 0.0764256
4.25 0.0633019
4.5 0.0420165
4.75 0.0264324
5 0.01611
5.25 0.00677523
5.5 0.00270924
5.75 0.00088739
6 0.000246648
6.25 7.17655e-05
6.5 1.77984e-05
6.75 4.03292e-06
7 1.11111e-06
7.25 1.64609e-07
7.5 6.17284e-08
7.75 4.11523e-08
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
