#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.265175
0.25 0.258745
0.5 0.255223
0.75 0.251662
1 0.248813
1.25 0.244539
1.5 0.240028
1.75 0.232363
2 0.224206
2.25 0.216049
2.5 0.209671
2.75 0.198495
3 0.195602
3.25 0.188816
3.5 0.181756
3.75 0.171982
4 0.166829
4.25 0.155247
4.5 0.147266
4.75 0.136205
5 0.119539
5.25 0.10994
5.5 0.100309
5.75 0.0891534
6 0.0775463
6.25 0.0704265
6.5 0.0571829
6.75 0.0512042
7 0.0434671
7.25 0.0365287
7.5 0.0296884
7.75 0.0234287
8 0.019348
8.25 0.0144176
8.5 0.0099984
8.75 0.00741629
9 0.00527746
9.25 0.00393067
9.5 0.00274409
9.75 0.00185776
10 0.00122405
10.25 0.000872249
10.5 0.000593724
10.75 0.000455344
11 0.000389499
11.25 0.000367947
11.5 0.000360502
11.75 0.000289541
12 0.000239962
12.25 0.000211436
12.5 0.000207752
12.75 0.000241311
13 0.000307537
13.25 0.000440666
13.5 0.000544694
13.75 0.000613261
14 0.000575735
14.25 0.000487406
14.5 0.000379948
14.75 0.000296002
15 0.00026508
15.25 0.000279175
15.5 0.000265359
15.75 0.000246668
16 0.000193082
16.25 0.000131669
16.5 7.17672e-05
16.75 4.0694e-05
17 1.74383e-05
17.25 6.57407e-06
17.5 2.12963e-06
17.75 1.23457e-06
18 4.62963e-07
18.25 6.17284e-08
18.5 0
18.75 0
19 0
19.25 0
19.5 0
19.75 0
20 0
