#LDPC, n = 648, k = 432
#SNR (dB) - BER - PER
0 0.446691 1
0.25 0.442611 1
0.5 0.445682 1
0.75 0.447172 1
1 0.44951 1
1.25 0.445659 1
1.5 0.447126 1
1.75 0.443069 1
2 0.444994 1
2.25 0.446095 1
2.5 0.443894 1
2.75 0.443138 1
3 0.449418 1
3.25 0.448157 1
3.5 0.429509 0.971154
3.75 0.416945 0.935185
4 0.376478 0.848739
4.25 0.31688 0.726619
4.5 0.256306 0.58046
4.75 0.16946 0.386973
5 0.121655 0.284507
5.25 0.0638615 0.145954
5.5 0.0317381 0.0756554
5.75 0.0218392 0.0506774
6 0.0093017 0.0223106
6.25 0.00397618 0.00976411
6.5 0.00157057 0.00402888
6.75 0.000556172 0.00132273
7 0.000197983 0.000498148
7.25 6.81764e-05 0.000172365
7.5 2.31829e-05 6.2e-05
7.75 5.85417e-06 1.8e-05
8 1.38194e-06 7e-06
8.25 4.49074e-07 2e-06
8.5 4.375e-07 1e-06
8.75 4.67593e-07 1e-06
9 0 0
9.25 0 0
9.5 0 0
9.75 0 0
10 0 0
