#LDPC, n = 648, k = 432
#SNR (dB) - decoding error
0 0.161265
0.25 0.153356
0.5 0.146557
0.75 0.139978
1 0.131044
1.25 0.125244
1.5 0.118171
1.75 0.11067
2 0.102858
2.25 0.09099
2.5 0.0809387
2.75 0.0701934
3 0.0598884
3.25 0.0454339
3.5 0.0344499
3.75 0.0252617
4 0.0162685
4.25 0.00899113
4.5 0.00494551
4.75 0.00220061
5 0.000779391
5.25 0.000269716
5.5 7.7516e-05
5.75 2.09028e-05
6 5.50926e-06
6.25 1.2963e-06
6.5 2.08333e-07
6.75 1.38889e-07
7 4.62963e-08
7.25 0
7.5 0
7.75 0
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
