#LDPC, n = 648, k = 486
#SNR (dB) - decoding error
0 0.16271
0.25 0.155791
0.5 0.150206
0.75 0.143347
1 0.135159
1.25 0.128729
1.5 0.121641
1.75 0.115455
2 0.10862
2.25 0.101999
2.5 0.0930399
2.75 0.0862483
3 0.0775796
3.25 0.0689986
3.5 0.0599647
3.75 0.0512898
4 0.0421181
4.25 0.0333201
4.5 0.0231312
4.75 0.0155327
5 0.00964328
5.25 0.00516461
5.5 0.00250546
5.75 0.000980887
6 0.00036596
6.25 0.000113004
6.5 3.10263e-05
6.75 8.31276e-06
7 2.57202e-06
7.25 4.32099e-07
7.5 8.23045e-08
7.75 2.05761e-08
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
