#LDPC, n = 648, k = 540
#SNR (dB) - decoding error
0 0.197222
0.25 0.191111
0.5 0.187963
0.75 0.179966
1 0.173569
1.25 0.167593
1.5 0.166975
1.75 0.159568
2 0.153846
2.25 0.144872
2.5 0.138492
2.75 0.13037
3 0.125556
3.25 0.120833
3.5 0.111438
3.75 0.108848
4 0.103189
4.25 0.0946296
4.5 0.0843434
4.75 0.0696159
5 0.0561728
5.25 0.046713
5.5 0.0322797
5.75 0.0204925
6 0.00968661
6.25 0.00390643
6.5 0.00142516
6.75 0.000359117
7 0.000114506
7.25 2.49248e-05
7.5 4.27778e-06
7.75 4.62963e-07
8 1.11111e-07
8.25 1.85185e-08
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
