#LDPC, n = 648, k = 486
#SNR (dB) - BER - PER
0 0.369684 1
0.1 0.363169 1
0.2 0.364883 1
0.3 0.347394 1
0.4 0.369342 1
0.5 0.366598 1
0.6 0.354595 1
0.7 0.358368 1
0.8 0.353224 1
0.9 0.300412 0.857143
1 0.298648 0.857143
1.1 0.321282 0.857143
1.2 0.270833 0.75
1.3 0.240512 0.666667
1.4 0.252401 0.666667
1.5 0.240535 0.7
1.6 0.220165 0.6
1.7 0.197344 0.545455
1.8 0.148971 0.4
1.9 0.148834 0.4
2 0.133102 0.375
2.1 0.108848 0.3
2.2 0.0890535 0.24
2.3 0.0843621 0.230769
2.4 0.0697718 0.181818
2.5 0.0577756 0.157895
2.6 0.0475589 0.136364
2.7 0.030526 0.0821918
2.8 0.0258916 0.0714286
2.9 0.0106223 0.035533
3 0.00971049 0.0307018
3.1 0.0107372 0.0304569
3.2 0.00471922 0.0176125
3.3 0.00406691 0.0156556
3.4 0.00191673 0.00507185
3.5 0.00154956 0.00454841
3.6 0.00127009 0.00357143
3.7 0.000643429 0.00192519
3.8 0.000388054 0.00121338
3.9 0.000414046 0.00130063
4 0.000367367 0.00121338
4.1 0.000293471 0.000940987
4.2 0.000292641 0.000940987
4.3 7.92219e-05 0.000252826
4.4 3.59905e-05 0.00010845
4.5 1.71405e-05 4.41924e-05
4.6 1.38434e-05 3.90778e-05
4.7 6.23695e-06 1.67159e-05
4.8 4.32203e-06 1.17129e-05
4.9 1.83745e-06 5e-06
5 1.41152e-06 4e-06
5.1 1.14198e-06 3e-06
5.2 7.80864e-07 1e-06
