#LDPC, n = 648, k = 324
#SNR (dB) - BER - PER
0 0.106986 0.25187
0.25 0.0509037 0.132026
0.5 0.0200367 0.0527967
0.75 0.00818744 0.0244079
1 0.00342129 0.0101091
1.25 0.00120212 0.00417338
1.5 0.000290325 0.00153186
1.75 0.000122208 0.000483279
2 2.72253e-05 0.000140901
2.25 9.44444e-06 4.7e-05
2.5 1.55556e-06 1e-05
2.75 5e-07 3e-06
3 0 0
 7.09877e-08 1e-06
