#LDPC, n = 1296, k = 648
#SNR (dB) - decoding error
0 0.157099
0.25 0.142536
0.5 0.131559
0.75 0.118386
1 0.100502
1.25 0.0845517
1.5 0.0703563
1.75 0.0537463
2 0.0352483
2.25 0.0248601
2.5 0.0172497
2.75 0.00995173
3 0.00527001
3.25 0.00290914
3.5 0.00151002
3.75 0.000719829
4 0.000335568
4.25 0.000141215
4.5 5.98347e-05
4.75 2.34904e-05
5 9.1358e-06
5.25 3.14815e-06
5.5 8.33333e-07
5.75 4.16667e-07
6 1.23457e-07
6.25 4.62963e-08
6.5 7.71605e-08
6.75 3.08642e-08
7 2.00617e-07
7.25 1.08025e-07
7.5 6.17284e-08
7.75 3.08642e-08
8 4.62963e-08
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
