#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.137413
0.25 0.12716
0.5 0.113316
0.75 0.102648
1 0.0909586
1.25 0.0774691
1.5 0.0643647
1.75 0.0504281
2 0.0377898
2.25 0.0287405
2.5 0.0179476
2.75 0.0116059
3 0.00698615
3.25 0.00399723
3.5 0.00206379
3.75 0.00107987
4 0.000519332
4.25 0.000241104
4.5 9.54878e-05
4.75 3.85379e-05
5 1.43827e-05
5.25 4.78395e-06
5.5 1.7284e-06
5.75 5.24691e-07
6 1.54321e-07
6.25 3.08642e-08
6.5 0
6.75 0
7 0
7.25 0
7.5 0
7.75 0
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
