#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.229718
0.25 0.222443
0.5 0.21893
0.75 0.214609
1 0.208436
1.25 0.19811
1.5 0.187545
1.75 0.178841
2 0.172352
2.25 0.165042
2.5 0.159414
2.75 0.148295
3 0.139694
3.25 0.130658
3.5 0.118827
3.75 0.105041
4 0.090388
4.25 0.0755796
4.5 0.0606996
4.75 0.0520576
5 0.0419342
5.25 0.0310185
5.5 0.020875
5.75 0.0144272
6 0.00988049
6.25 0.00620383
6.5 0.0038095
6.75 0.00235648
7 0.00124051
7.25 0.000699933
7.5 0.000381096
7.75 0.000196997
8 9.5415e-05
8.25 4.26427e-05
8.5 1.86728e-05
8.75 8.82716e-06
9 4.66049e-06
9.25 3.3642e-06
9.5 2.68519e-06
9.75 2.99383e-06
10 3.33333e-06
