#LDPC, n = 648, k = 486
#SNR (dB) - decoding error
0 0.163818
0.25 0.155938
0.5 0.149177
0.75 0.141289
1 0.134774
1.25 0.125514
1.5 0.118541
1.75 0.112086
2 0.107202
2.25 0.0994513
2.5 0.0927715
2.75 0.0837037
3 0.0775279
3.25 0.0715198
3.5 0.0637237
3.75 0.0542366
4 0.0451799
4.25 0.0337988
4.5 0.0231424
4.75 0.0138923
5 0.00786274
5.25 0.00316216
5.5 0.00142341
5.75 0.000555767
6 0.0001576
6.25 4.99012e-05
6.5 1.28395e-05
6.75 3.06584e-06
7 6.79012e-07
7.25 6.17284e-08
7.5 2.05761e-08
7.75 0
8 0
8.25 0
8.5 8.23045e-08
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
