#LDPC, n = 648, k = 432
#SNR (dB) - decoding error
0 0.295718
0.25 0.292535
0.5 0.291667
0.75 0.283436
1 0.280093
1.25 0.281121
1.5 0.277778
1.75 0.275463
2 0.271862
2.25 0.26929
2.5 0.264403
2.75 0.260545
3 0.256713
3.25 0.252315
3.5 0.248843
3.75 0.239815
4 0.235417
4.25 0.232407
4.5 0.227273
4.75 0.223906
5 0.219697
5.25 0.214646
5.5 0.20814
5.75 0.202739
6 0.194444
6.25 0.191061
6.5 0.185719
6.75 0.180556
7 0.178571
7.25 0.174603
7.5 0.168651
7.75 0.162654
8 0.157716
8.25 0.150608
8.5 0.142838
8.75 0.132073
9 0.126096
9.25 0.120949
9.5 0.113867
9.75 0.107008
10 0.0993441
10.25 0.0925926
10.5 0.0850694
10.75 0.0757915
11 0.0615253
11.25 0.0496454
11.5 0.0354588
11.75 0.0251862
12 0.0178597
12.25 0.0113156
12.5 0.00730727
12.75 0.00393089
13 0.00205079
13.25 0.000945381
13.5 0.000384714
13.75 0.000155784
14 5.49892e-05
14.25 1.92361e-05
14.5 6.41204e-06
14.75 2.10648e-06
15 9.72222e-07
15.25 7.17593e-07
15.5 5.32407e-07
15.75 3.93519e-07
16 6.25e-07
16.25 3.93519e-07
16.5 2.08333e-07
16.75 9.25926e-08
17 0
17.25 0
17.5 0
17.75 0
18 0
18.25 0
18.5 0
18.75 0
19 0
19.25 0
19.5 0
19.75 0
20 0
