#LDPC, n = 648, k = 432
#SNR (dB) - decoding error
0 0.162037
0.25 0.157716
0.5 0.150897
0.75 0.142429
1 0.133359
1.25 0.124025
1.5 0.117014
1.75 0.108375
2 0.0968364
2.25 0.0858135
2.5 0.0793757
2.75 0.0706369
3 0.0602445
3.25 0.0499614
3.5 0.0357043
3.75 0.0250443
4 0.0153111
4.25 0.00768794
4.5 0.00367798
4.75 0.00139726
5 0.00055611
5.25 0.000206905
5.5 6.59794e-05
5.75 1.88889e-05
6 5.87963e-06
6.25 1.52778e-06
6.5 2.77778e-07
6.75 9.25926e-08
7 2.31481e-08
7.25 0
7.5 0
7.75 0
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
