#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.147413
0.25 0.136608
0.5 0.128889
0.75 0.120845
1 0.109408
1.25 0.0997611
1.5 0.0905644
1.75 0.0796138
2 0.070216
2.25 0.063618
2.5 0.0562169
2.75 0.0489969
3 0.0419586
3.25 0.0352483
3.5 0.0297365
3.75 0.0246424
4 0.0200518
4.25 0.0163047
4.5 0.0127394
4.75 0.0101599
5 0.00754291
5.25 0.00523961
5.5 0.00381621
5.75 0.00274623
6 0.00193578
6.25 0.00129268
6.5 0.000823593
6.75 0.000518026
7 0.000319362
7.25 0.00018023
7.5 0.000103612
7.75 5.50518e-05
8 2.95062e-05
8.25 1.45988e-05
8.5 7.43827e-06
8.75 3.3642e-06
9 1.26543e-06
9.25 5.55556e-07
9.5 2.46914e-07
9.75 1.23457e-07
10 3.08642e-08
