#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.151675
0.25 0.141414
0.5 0.130787
0.75 0.117627
1 0.103189
1.25 0.0862483
1.5 0.064429
1.75 0.0491378
2 0.0299033
2.25 0.0181034
2.5 0.0104039
2.75 0.00638284
3 0.00361284
3.25 0.00174253
3.5 0.00077958
3.75 0.00035341
4 0.00015107
4.25 6.14839e-05
4.5 2.71605e-05
4.75 1.91049e-05
5 1.85494e-05
5.25 1.42593e-05
5.5 9.66049e-06
5.75 5.21605e-06
6 1.45062e-06
6.25 2.77778e-07
6.5 0
6.75 3.08642e-08
7 3.08642e-08
7.25 3.08642e-08
7.5 0
7.75 0
8 0
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
