#LDPC, n = 1296, k = 972
#SNR (dB) - decoding error
0 0.154174
0.25 0.149048
0.5 0.141461
0.75 0.134902
1 0.129515
1.25 0.12037
1.5 0.11142
1.75 0.106173
2 0.0991395
2.25 0.0947437
2.5 0.0867627
2.75 0.0801678
3 0.0726337
3.25 0.0652006
3.5 0.0573274
3.75 0.048728
4 0.0412314
4.25 0.0315189
4.5 0.0221303
4.75 0.0128791
5 0.0068201
5.25 0.00296038
5.5 0.000911359
5.75 0.00030088
6 9.03444e-05
6.25 2.1625e-05
6.5 4.96914e-06
6.75 1.04938e-06
7 3.1893e-07
7.25 1.13169e-07
7.5 2.05761e-08
7.75 2.05761e-08
8 5.14403e-08
8.25 6.17284e-08
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
