#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.160802
0.25 0.150941
0.5 0.141414
0.75 0.129383
1 0.115912
1.25 0.0974151
1.5 0.081384
1.75 0.0646219
2 0.0530969
2.25 0.0456609
2.5 0.0379295
2.75 0.0296884
3 0.0224772
3.25 0.0172771
3.5 0.0123949
3.75 0.00857718
4 0.00619132
4.25 0.00402804
4.5 0.00260279
4.75 0.00160912
5 0.000990862
5.25 0.000582267
5.5 0.000323035
5.75 0.000174891
6 8.93747e-05
6.25 4.51306e-05
6.5 2.08333e-05
6.75 8.85802e-06
7 3.7963e-06
7.25 1.2037e-06
7.5 3.08642e-07
7.75 1.54321e-07
8 6.17284e-08
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
