#LDPC, n = 1296, k = 972
#SNR (dB) - BER - PER
0 0.365912 1
0.1 0.349794 1
0.2 0.351166 1
0.3 0.346022 1
0.4 0.360768 1
0.5 0.356653 1
0.6 0.359053 1
0.7 0.362483 1
0.8 0.351852 1
0.9 0.360768 1
1 0.271348 0.75
1.1 0.26286 0.75
1.2 0.271348 0.75
1.3 0.274177 0.75
1.4 0.26929 0.75
1.5 0.274434 0.75
1.6 0.268519 0.75
1.7 0.222634 0.6
1.8 0.230041 0.6
1.9 0.217078 0.6
2 0.122771 0.333333
2.1 0.116712 0.333333
2.2 0.0532922 0.2
2.3 0.0550926 0.2
2.4 0.0676955 0.2
2.5 0.0524177 0.15
2.6 0.0387136 0.111111
2.7 0.0392122 0.114286
2.8 0.0232467 0.0638298
2.9 0.00981249 0.0283019
3 0.00831276 0.02
3.1 0.00738683 0.02
3.2 0.0010718 0.00407747
3.3 0.00113158 0.0030581
3.4 0.00115885 0.0030581
3.5 0.000933853 0.00254022
3.6 0.000599542 0.00173611
3.7 0.000101386 0.00030581
3.8 8.56191e-05 0.000267809
3.9 6.69809e-05 0.000175644
4 1.23185e-05 3.33526e-05
4.1 1.18701e-05 3.02563e-05
4.2 3.854e-06 1.33598e-05
4.3 2.66791e-06 8.88845e-06
4.4 1.17674e-06 4.48106e-06
4.5 7.55144e-07 2e-06
4.6 6.95473e-07 2e-06
4.7 6.28601e-07 2e-06
4.8 7.52058e-07 2e-06
4.9 3.48765e-07 1e-06
5 0 0
5.1 0 0
