#LDPC, n = 648, k = 324
#SNR (dB) - BER - PER
0 0.492574 1
0.25 0.497189 1
0.5 0.490529 0.990196
0.75 0.495976 0.990196
1 0.491951 0.990196
1.25 0.489422 0.980583
1.5 0.445512 0.943925
1.75 0.410546 0.855932
2 0.37963 0.821138
2.25 0.328175 0.706294
2.5 0.263012 0.573864
2.75 0.217973 0.507538
3 0.157784 0.362007
3.25 0.113596 0.281337
3.5 0.0733163 0.181004
3.75 0.0400044 0.102538
4 0.0187617 0.0500496
4.25 0.00780933 0.0228662
4.5 0.00283047 0.00861701
4.75 0.00120761 0.00437097
5 0.000404303 0.0015948
5.25 0.000169118 0.00067228
5.5 6.02061e-05 0.000221718
5.75 1.89938e-05 8.6e-05
6 5.75926e-06 3e-05
6.25 9.96914e-07 9e-06
6.5 4.01235e-08 4e-06
6.75 5.4321e-07 3e-06
7 2.16049e-08 2e-06
7.25 1.54321e-08 1e-06
7.5 4.32099e-08 1e-06
7.75 0 0
8 0 0
