#LDPC, n = 1944, k = 1620
#SNR (dB) - decoding error
0 0.157562
0.25 0.147778
0.5 0.140988
0.75 0.135185
1 0.127901
1.25 0.122119
1.5 0.115535
1.75 0.108951
2 0.102557
2.25 0.0941799
2.5 0.088448
2.75 0.0845679
3 0.0796296
3.25 0.0737997
3.5 0.0678395
3.75 0.0616723
4 0.05607
4.25 0.050095
4.5 0.0430864
4.75 0.0355281
5 0.0296296
5.25 0.0221561
5.5 0.0150445
5.75 0.0076483
6 0.0039303
6.25 0.00130864
6.5 0.000351231
6.75 8.50635e-05
7 1.64323e-05
7.25 2.7716e-06
7.5 4.75309e-07
7.75 1.11111e-07
8 3.08642e-08
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
