#LDPC, n = 648, k = 324
#SNR (dB) - decoding error
0 0.294052
0.25 0.291526
0.5 0.285634
0.75 0.282828
1 0.285237
1.25 0.281893
1.5 0.284722
1.75 0.280864
2 0.277778
2.25 0.273663
2.5 0.271091
2.75 0.26749
3 0.266204
3.25 0.260031
3.5 0.254036
3.75 0.251899
4 0.244065
4.25 0.236552
4.5 0.231702
4.75 0.22575
5 0.218313
5.25 0.211111
5.5 0.206379
5.75 0.20216
6 0.192629
6.25 0.184822
6.5 0.175754
6.75 0.167316
7 0.154321
7.25 0.141414
7.5 0.136339
7.75 0.124321
8 0.108025
8.25 0.0968949
8.5 0.0918871
8.75 0.074221
9 0.0657793
9.25 0.0538527
9.5 0.0441358
9.75 0.0328999
10 0.0257716
10.25 0.0201929
10.5 0.0157454
10.75 0.0107382
11 0.00792076
11.25 0.00506476
11.5 0.00330075
11.75 0.00224813
12 0.0018195
12.25 0.00165823
12.5 0.00153404
12.75 0.00140063
13 0.00117071
13.25 0.000995651
13.5 0.000864336
13.75 0.000755935
14 0.000781924
14.25 0.000813368
14.5 0.000805572
14.75 0.000816418
15 0.00076911
15.25 0.000607254
15.5 0.000470643
15.75 0.00038157
16 0.000257202
16.25 0.000195454
16.5 0.000125176
16.75 7.88725e-05
17 3.49318e-05
17.25 1.67593e-05
17.5 7.46914e-06
17.75 3.05556e-06
18 1.51235e-06
18.25 3.7037e-07
18.5 4.01235e-07
18.75 2.16049e-07
19 9.25926e-08
19.25 0
19.5 0
19.75 0
20 0
