#LDPC, n = 1944, k = 1296
#SNR (dB) - decoding error
0 0.158796
0.25 0.147634
0.5 0.142104
0.75 0.134259
1 0.128968
1.25 0.122354
1.5 0.115631
1.75 0.106385
2 0.10137
2.25 0.0937071
2.5 0.080787
2.75 0.0695087
3 0.0584215
3.25 0.0446674
3.5 0.0302069
3.75 0.0198837
4 0.0129372
4.25 0.00592733
4.5 0.00262763
4.75 0.00105085
5 0.000433974
5.25 0.000146236
5.5 4.32244e-05
5.75 1.20945e-05
6 3.24846e-06
6.25 8.02469e-07
6.5 2.46914e-07
6.75 5.40123e-08
7 7.71605e-09
7.25 0
7.5 7.71605e-09
7.75 7.71605e-09
8 2.31481e-08
8.25 0
8.5 0
8.75 0
9 0
9.25 0
9.5 0
9.75 0
10 0
