#LDPC, n = 648, k = 432
#SNR (dB) - BER - PER
0 0.39251 1
0.25 0.420677 1
0.5 0.424917 1
0.75 0.429341 1
1 0.428493 1
1.25 0.440204 1
1.5 0.438142 1
1.75 0.44245 1
2 0.441259 1
2.25 0.439952 1
2.5 0.446484 1
2.75 0.442382 1
3 0.451297 1
3.25 0.447814 1
3.5 0.446966 1
3.75 0.444078 1
4 0.443734 1
4.25 0.448203 1
4.5 0.449945 1
4.75 0.44119 1
5 0.446186 1
5.25 0.444811 1
5.5 0.444353 1
5.75 0.449005 1
6 0.450908 1
6.25 0.451707 0.990196
6.5 0.417013 0.943925
6.75 0.383293 0.878261
7 0.363257 0.821138
7.25 0.304375 0.687075
7.5 0.25153 0.570621
7.75 0.182832 0.420833
8 0.132959 0.303303
8.25 0.0885605 0.205285
8.5 0.0618757 0.14723
8.75 0.0261691 0.0630069
9 0.015519 0.0370642
9.25 0.00814741 0.0188398
9.5 0.00345924 0.00797914
9.75 0.00126796 0.00298578
10 0.0005495 0.0013854
10.25 0.000221811 0.000565405
10.5 7.07103e-05 0.000184733
10.75 2.5081e-05 6.8e-05
11 9.38889e-06 3e-05
11.25 3.06019e-06 9e-06
11.5 7.98611e-07 3e-06
11.75 4.49074e-07 1e-06
12 0 0
12.25 0 0
12.5 0 0
12.75 0 0
13 0 0
13.25 0 0
13.5 0 0
13.75 0 0
14 0 0
14.25 0 0
14.5 0 0
14.75 0 0
15 0 0
15.25 0 0
15.5 0 0
15.75 0 0
16 0 0
